timestamp,index,article,amplitude,offset,views
2015-01-01,0,e07ab5cc7d65463083aaeef27d3fd812,-6.144873016627956,0.2868947206384569,-3.9357685689017097
2015-01-02,1,e07ab5cc7d65463083aaeef27d3fd812,-6.137930253796274,0.3180226552618046,-5.570909284526744
2015-01-03,2,e07ab5cc7d65463083aaeef27d3fd812,-6.130987490964591,0.3326846055797852,-3.9992119109997954
2015-01-04,3,e07ab5cc7d65463083aaeef27d3fd812,-6.124044728132908,0.32834538718279366,-4.621811154244904
2015-01-05,4,e07ab5cc7d65463083aaeef27d3fd812,-6.117101965301225,0.30575529035222293,-5.189232110444236
2015-01-06,5,e07ab5cc7d65463083aaeef27d3fd812,-6.110159202469542,0.26882034805466537,-5.302782374832582
2015-01-07,6,e07ab5cc7d65463083aaeef27d3fd812,-6.10321643963786,0.22392694735679977,-4.674902417127096
2015-01-08,7,e07ab5cc7d65463083aaeef27d3fd812,-6.096273676806177,0.178837565083007,-4.474042181613355
2015-01-09,8,e07ab5cc7d65463083aaeef27d3fd812,-6.089330913974495,0.14134856505263482,-3.548516248393029
2015-01-10,9,e07ab5cc7d65463083aaeef27d3fd812,-6.082388151142812,0.11794213594776959,-2.011958471868583
2015-01-11,10,e07ab5cc7d65463083aaeef27d3fd812,-6.075445388311129,0.11266546200139962,-0.8302701150406313
2015-01-12,11,e07ab5cc7d65463083aaeef27d3fd812,-6.068502625479446,0.12643092807592424,-0.0014269363051444273
2015-01-13,12,e07ab5cc7d65463083aaeef27d3fd812,-6.061559862647764,0.15685836003173148,0.7527958929568149
2015-01-14,13,e07ab5cc7d65463083aaeef27d3fd812,-6.054617099816081,0.19868657845911825,2.7552270729841735
2015-01-15,14,e07ab5cc7d65463083aaeef27d3fd812,-6.047674336984398,0.24468310439452778,3.971875026939059
2015-01-16,15,e07ab5cc7d65463083aaeef27d3fd812,-6.040731574152716,0.28689472063845495,4.9967357343347345
2015-01-17,16,e07ab5cc7d65463083aaeef27d3fd812,-6.033788811321033,0.3180226552618034,5.686053880717848
2015-01-18,17,e07ab5cc7d65463083aaeef27d3fd812,-6.026846048489351,0.3326846055797849,7.261663215060825
